LABELS
SEPARATOR TAB

DATA
20298_3_42	Alistipes shahii (0.053%)
14207_7_23	Bacteroides cellulosilyticus (0.233%)
20298_3_57	Gordonibacter pamelaeae (0.023%)
14207_7_54	Clostridium_AJ (0.112%)
20427_4_22	Lactobacillus gasseri_A (0.0%)
20427_4_25	Agathobacter (0.054%)
14207_7_22	Bacteroides thetaiotaomicron (0.113%)
14207_7_36	Coprococcus_B comes (0.089%)
13414_6_49	Turicibacter sanguinis_A (0.0%)
11861_6_67	Bacteroides caccae (0.012%)
12718_7_56	Lactobacillus_D curvatus (0.0%)
21673_4_94	Parabacteroides goldsteinii (0.122%)
12718_7_28	Bacteroides nordii (0.007%)
20298_3_73	Escherichia (0.0%)
18048_1_93	Bifidobacterium pseudocatenulatum (0.0%)
14207_7_24	Parabacteroides distasonis (0.15%)
20298_3_53	Lactobacillus_C rhamnosus (0.0%)
18048_2_59	Blautia_A wexlerae (0.291%)
18048_1_81	CAG-65 sp3 (0.076%)
15841_8_88	Corynebacterium propinquum (0.0%)
20287_6_10	CAG-353 (0.007%)
14207_7_21	Bacteroides uniformis (0.112%)
12718_7_53	Agathobacter rectalis (0.398%)
14207_7_9	Lachnospira rogosae (0.076%)
21673_4_8	Ruminococcus_B torques (0.004%)
8080_1_84	Dorea scindens (0.008%)
12718_7_7	Enterobacter (0.0%)
8080_1_68	Ruminococcus_B gnavus (0.003%)
18048_1_45	Enterococcus faecalis (0.0%)
14207_7_33	Blautia_A (0.051%)
14207_7_70	Alistipes onderdonkii (0.007%)
18048_1_69	CAG-24 sp1 (0.048%)
20287_6_51	Eubacterium_G ventriosum (0.035%)
14207_7_43	Dorea (0.028%)
13414_6_57	Bacteroides thetaiotaomicron (0.04%)
8080_1_85	Clostridium_Q symbiosum (0.006%)
20298_3_17	Citrobacter freundii (0.0%)
20298_3_48	Blautia producta_A (0.011%)
12718_7_34	Bifidobacterium longum (0.008%)
20298_3_46	Cutibacterium acnes (0.0%)
11861_6_63	Alistipes shahii (0.021%)
18048_2_48	Enterococcus faecalis (0.001%)
20298_3_15	Klebsiella_A michiganensis_A (0.0%)
18048_2_88	Blautia_A (0.022%)
18048_1_43	Ruminococcus_B gnavus (0.004%)
15841_8_94	Erysipelatoclostridium spiroforme (0.079%)
20298_2_7	Bacteroides clarus (0.006%)
14207_7_89	Eubacterium_E hallii (0.02%)
21673_4_28	Bacillus paralicheniformis (0.0%)
20287_6_33	Ruminococcus_B (0.015%)
14207_7_80	Blautia_A wexlerae (0.378%)
12718_7_73	Eisenbergiella (0.007%)
12718_7_37	Butyricimonas virosa (0.022%)
13414_6_46	Bifidobacterium adolescentis_A (0.0%)
20287_6_5	Clostridium_P perfringens (0.0%)
20298_3_1	Cutibacterium acnes_A (0.0%)
20298_2_33	Enterococcus_B faecium (0.003%)
18048_2_90	Odoribacter splanchnicus (0.074%)
21673_4_36	CAG-156 (0.009%)
21673_4_65	Bacteroides uniformis (0.077%)
20298_2_20	Klebsiella variicola (0.0%)
20298_2_14	Pediococcus acidilactici (0.0%)
14207_7_46	Fusicatenibacter saccharivorans (0.336%)
12718_7_1	Escherichia coli (0.0%)
21673_4_38	Blautia_A (0.042%)
14207_7_3	Bacteroides caccae (0.014%)
12718_7_32	Bacteroides (0.03%)
18048_1_37	Escherichia (0.0%)
13414_6_53	Faecalibacterium prausnitzii (0.172%)
13414_6_33	Fusicatenibacter saccharivorans (0.328%)
14672_4_1	Escherichia (0.0%)
18048_1_71	Parabacteroides distasonis (0.038%)
20287_6_32	Blautia_A obeum (0.058%)
18048_1_76	Bacteroides ovatus (0.05%)
20298_3_32	Emergencia timonensis (0.0%)
21673_4_35	Clostridium_M citroniae (0.002%)
20287_6_79	Bacteroides_B vulgatus (0.006%)
20298_2_36	Bacteroides thetaiotaomicron (0.068%)
8080_1_82	Erysipelatoclostridium ramosum (0.005%)
13470_2_60	Ruminococcus_B torques (0.013%)
12718_7_16	Lactobacillus_B murinus (0.0%)
13470_2_63	Bacteroides uniformis (0.154%)
20298_2_1	Lactobacillus_B animalis (0.0%)
15841_8_91	Lactobacillus_C paracasei (0.0%)
12718_7_86	Ruminococcus_B torques (0.007%)
20298_3_27	Enterococcus_D gallinarum (0.0%)
21673_4_18	Coprococcus_A catus (0.028%)
20298_3_5	Cutibacterium acnes (0.0%)
20298_3_24	Streptococcus salivarius (0.016%)
13414_6_42	Clostridium saudiense (0.001%)
21673_4_42	Bifidobacterium longum (0.006%)
18048_1_60	Ruminococcus_B faecis (0.076%)
14670_1_60	Enterococcus_B faecium_A (0.007%)
14207_7_59	Intestinimonas butyriciproducens (0.081%)
20298_2_37	Enterococcus faecalis (0.0%)
20287_6_62	Blautia_A (0.011%)
13470_2_92	CAG-65 sp3 (0.229%)
12718_7_46	Collinsella (0.0%)
14207_7_25	Collinsella (0.0%)
20287_6_70	Collinsella (0.0%)
21673_4_76	Collinsella (0.0%)
21673_4_64	Collinsella (0.0%)
21673_4_85	Collinsella (0.0%)
21673_4_49	Collinsella (0.0%)
21673_4_23	Collinsella (0.0%)
21673_4_72	Collinsella (0.0%)
21673_4_7	Collinsella (0.0%)
21673_4_34	Collinsella (0.0%)
21673_4_10	Collinsella (0.0%)
21673_4_44	Collinsella (0.0%)
20298_3_21	Actinomyces (0.001%)
20298_3_70	Beduini (0.0%)
12718_7_74	Beduini (0.0%)
8080_1_80	Eubacterium_D (0.051%)
12718_7_23	Staphylococcus (0.0%)
20298_2_19	Leuconostoc (0.0%)
12718_7_59	Lactobacillus_H (0.0%)
20298_2_35	Lactobacillus_H (0.0%)
20298_3_29	Exiguobacterium_A (0.0%)
20298_3_28	Exiguobacterium_A (0.0%)
20298_3_71	CAG-41 (0.002%)
12718_7_75	CAG-41 (0.002%)
14670_1_66	Ruminococcus_E (0.034%)
14207_7_95	Ruminococcus_E (0.033%)
14207_7_93	Faecalibacterium (0.293%)
20287_6_37	Clostridium_AJ (0.154%)
18048_1_82	Clostridium_AJ (0.029%)
18048_2_82	Clostridium_AJ (0.027%)
20298_3_59	Lachnospiraceae (0.003%)
20287_6_34	Lachnospiraceae (0.015%)
20287_6_63	Lachnospiraceae (0.013%)
21673_4_12	Lachnospiraceae (0.015%)
20298_3_9	Robinsoniella (0.005%)
18048_1_84	UBA7182 (0.059%)
18048_2_84	UBA7182 (0.056%)
21673_4_3	Lachnospiraceae (0.036%)
20287_6_88	Lachnospiraceae (0.007%)
8080_1_73	Clostridium_M (0.004%)
12718_7_38	Clostridium_M (0.003%)
8080_1_83	Hungatella (0.0%)
21673_4_80	Hungatella (0.0%)
21673_4_56	Hungatella (0.0%)
20298_3_34	Lachnospiraceae (0.005%)
20298_2_5	Clostridium (0.0%)
15841_8_92	Clostridium (0.001%)
20298_3_26	Clostridium_J (0.0%)
20298_3_10	Clostridium_J (0.0%)
12718_7_10	Terrisporobacter (0.0%)
20298_2_47	Terrisporobacter (0.0%)
12718_7_40	Terrisporobacter (0.0%)
11861_6_55	Peptostreptococcaceae (0.0%)
12718_7_71	Anaerovoracaceae (0.001%)
20298_2_4	Anaerovoracaceae (0.001%)
20298_3_58	Anaerovoracaceae (0.005%)
20298_3_66	Peptoniphilus_C (0.0%)
20298_3_39	Eubacterium (0.005%)
20298_2_31	Massilibacillaceae (0.0%)
14207_6_12	Alistipes (0.009%)
20298_3_63	Rikenellaceae (0.022%)
12718_7_29	Bacteroides (0.012%)
20427_4_21	Bacteroides (0.012%)
20298_3_41	Bacteroides (0.013%)
14207_6_9	Bacteroides (0.033%)
14207_6_3	Homeothermus (0.002%)
14207_6_4	Homeothermus (0.002%)
20298_3_30	Barnesiella (0.032%)
20298_3_19	Kluyvera (0.0%)
12718_7_55	Kluyvera (0.0%)
12718_7_49	Enterobacter (0.0%)
UMGS953	CAG-312 (0.0%)
UMGS1927	Prevotella (0.002%)
UMGS1615	CAG-95 (0.003%)
UMGS219	Bacteroides_A (0.019%)
UMGS254	Acidaminococcus timonensis (0.002%)
UMGS1710	Bacteroides_B massiliensis (0.028%)
UMGS2075	Bacteroides nordii (0.02%)
UMGS909	Collinsella (0.001%)
UMGS188	Clostridioides difficile_A (0.0%)
UMGS849	CAG-349 (0.0%)
UMGS198	CAG-964 (0.004%)
UMGS1044	Clostridium_E sporosphaeroides (0.0%)
UMGS617	Prevotella sp13 (0.003%)
UMGS1112	Collinsella aerofaciens (0.002%)
UMGS37	Lachnospira sp1 (0.004%)
UMGS1510	CAG-465 (0.002%)
UMGS1860	Lachnoanaerobaculum saburreum_A (0.0%)
UMGS1752	Faecalitalea cylindroides (0.011%)
UMGS819	Collinsella aerofaciens (0.002%)
UMGS1760	Zag1 (0.0%)
UMGS1055	Anaerotruncus (0.002%)
UMGS492	Actinomyces_B (0.0%)
UMGS632	Clostridium (0.001%)
UMGS93	CAG-1427 (0.003%)
UMGS1349	Collinsella (0.001%)
UMGS203	CAG-177 (0.001%)
UMGS1125	Zag1 (0.003%)
UMGS49	Coprobacter (0.359%)
UMGS1517	CAG-196 (0.004%)
UMGS2020	Porphyromonas (0.0%)
UMGS1365	CAG-1031 (0.0%)
UMGS1382	CAG-776 (0.0%)
UMGS1647	Bacteroides cutis (0.0%)
UMGS1800	Collinsella (0.006%)
UMGS227	Barnesiella (0.001%)
UMGS1659	Ruminococcus_B faecis (0.121%)
UMGS15	Catenibacterium (0.994%)
UMGS2065	CAG-417 (0.056%)
UMGS721	Collinsella (0.0%)
UMGS360	CAG-279 sp1 (0.002%)
UMGS513	Collinsella aerofaciens (0.0%)
UMGS1273	Oscillibacter ruminantium (0.0%)
UMGS331	Bacteroides massiliensis (0.001%)
UMGS1074	Collinsella (0.0%)
UMGS1990	Rikenella microfusus (0.004%)
UMGS1438	CAG-273 (0.134%)
UMGS1895	Pantoea (0.0%)
UMGS1443	Prevotella (0.0%)
UMGS1897	CAG-269 (0.002%)
UMGS1345	CAG-878 (0.012%)
UMGS318	Collinsella aerofaciens (0.0%)
UMGS1089	Collinsella (0.0%)
UMGS399	Collinsella aerofaciens (0.0%)
UMGS1687	Butyrivibrio_A crossotus (0.182%)
UMGS981	CAG-460 (0.0%)
UMGS73	UC5-1-2E3 (0.004%)
UMGS9	Veillonella tobetsuensis (0.0%)
UMGS22	CAG-882 (0.001%)
UMGS1205	Bacteroides sp3 (0.011%)
UMGS2051	Prevotella (0.001%)
UMGS960	TF01-11 (0.002%)
UMGS1359	Blautia_A (0.032%)
UMGS967	Blautia (0.001%)
UMGS711	CAG-552 (0.0%)
UMGS308	Collinsella aerofaciens (0.0%)
UMGS83	Eubacterium_R (0.513%)
UMGS1677	CAG-269 (0.01%)
UMGS125	Clostridium_M (0.121%)
UMGS1501	Collinsella aerofaciens (0.0%)
UMGS340	CAG-488 (0.001%)
UMGS1985	Collinsella (0.0%)
UMGS1523	CAG-557 (0.0%)
UMGS2066	Collinsella aerofaciens (0.003%)
UMGS772	CAG-628 (0.0%)
UMGS1829	Coprobacter fastidiosus (0.037%)
UMGS1538	UBA1394 (0.026%)
UMGS635	CAG-605 sp2 (0.0%)
UMGS962	Collinsella (0.0%)
UMGS646	Ruminococcus_C (0.004%)
UMGS81	Ruminococcus_E (0.004%)
UMGS1159	CAG-605 (0.0%)
UMGS611	CAG-302 (0.0%)
UMGS514	Collinsella (0.0%)
UMGS397	Collinsella (0.0%)
UMGS264	CAG-180 (0.018%)
UMGS619	CAG-1435 (0.0%)
UMGS1481	Dialister (0.001%)
UMGS1643	Kluyvera_A (0.0%)
UMGS215	Dialister sp1 (0.001%)
UMGS776	Brachyspira (0.0%)
UMGS1782	CAG-245 sp1 (0.016%)
UMGS1290	Tissierella (0.0%)
UMGS1639	Agathobaculum desmolans (0.001%)
UMGS896	Lactobacillus delbrueckii_A (0.0%)
UMGS36	Blautia (0.005%)
UMGS100	CAG-1031 (0.002%)
UMGS569	Prevotella (0.0%)
UMGS354	Bariatricus massiliensis (0.001%)
UMGS255	CAG-207 (0.0%)
UMGS1524	Prevotella (0.003%)
UMGS1681	CAG-269 (0.002%)
UMGS1309	Collinsella aerofaciens (0.0%)
UMGS970	Pantoea (0.0%)
UMGS395	Collinsella aerofaciens (0.0%)
UMGS1581	Agathobacter rectalis (0.31%)
UMGS438	TF01-11 (0.004%)
UMGS579	RC9 (0.0%)
UMGS573	COE1 (0.001%)
UMGS2062	Streptococcus (0.0%)
UMGS848	Ruminococcus_A (0.002%)
UMGS1614	CAG-313 (0.052%)
UMGS2076	Franconibacter helveticus (0.0%)
UMGS385	Collinsella aerofaciens (0.0%)
UMGS13	Veillonella_A (0.0%)
UMGS79	TF01-11 sp1 (0.059%)
UMGS864	Holdemania (0.033%)
UMGS1529	Eubacterium_G ventriosum (0.012%)
UMGS64	CAG-495 (0.664%)
UMGS647	Parabacteroides timonensis (0.0%)
UMGS218	Bacteroides_A (0.019%)
UMGS1974	CAG-390 (0.0%)
UMGS372	Alistipes (10.839%)
UMGS290	Collinsella (0.0%)
UMGS2042	Bacteroides intestinalis (0.029%)
UMGS95	CAG-145 (0.002%)
UMGS471	Neglecta (0.03%)
UMGS1762	Prevotella (0.003%)
UMGS2002	Collinsella aerofaciens (0.0%)
UMGS181	Akkermansia sp1 (0.655%)
UMGS1021	CAG-533 (0.0%)
UMGS249	Romboutsia timonensis (0.001%)
UMGS1306	CAG-273 (0.0%)
UMGS488	Dorea (0.002%)
UMGS1032	CAG-611 (0.004%)
UMGS603	Bifidobacterium (0.0%)
UMGS1433	Prevotella (0.003%)
UMGS801	Collinsella aerofaciens (0.0%)
UMGS1227	CAG-485 (0.001%)
UMGS52	Phil1 (0.002%)
UMGS137	Anaerotignum sp1 (0.049%)
UMGS1527	Bifidobacterium pullorum (0.001%)
UMGS288	Bacteroides_A barnesiae (0.003%)
UMGS1256	Atlantibacter hermannii (0.0%)
UMGS1029	CAG-536 (0.072%)
UMGS1274	Collinsella bouchesdurhonensis (0.0%)
UMGS559	Alistipes (0.027%)
UMGS1040	Zag111 sp2 (0.0%)
UMGS516	Collinsella (0.0%)
UMGS2036	CAG-302 sp3 (0.033%)
UMGS320	Collinsella (0.002%)
UMGS272	CAG-1427 (2.689%)
UMGS718	CAG-521 (0.0%)
UMGS314	Collinsella (0.0%)
UMGS590	Collinsella (0.002%)
UMGS1646	Bacteroides_A coprocola (0.062%)
UMGS118	Granulicatella maltaromaticum (0.001%)
UMGS1630	CAG-793 (0.003%)
UMGS29	Butyricimonas (0.113%)
UMGS173	Lachnospira (0.006%)
UMGS12	Parasutterella (0.037%)
UMGS131	Eubacterium_R coprostanoligenes (0.002%)
UMGS148	51-20 (0.002%)
UMGS656	CAG-312 (0.001%)
UMGS1086	Collinsella (0.0%)
UMGS1079	Zag1 sp3 (0.001%)
UMGS800	UBA7173 (0.041%)
UMGS624	Bacteroides (0.008%)
UMGS422	RC9 (0.0%)
UMGS1533	Roseburia inulinivorans (0.034%)
UMGS681	CAG-411 (0.014%)
UMGS992	Ruminococcus_C (0.0%)
UMGS1609	CAG-354 (0.015%)
UMGS1053	CAG-303 (0.329%)
UMGS242	Varibaculum cambriense_A (0.0%)
UMGS1379	CAG-977 (0.0%)
UMGS271	Robinsoniella peoriensis (0.0%)
UMGS1367	Enterococcus_A gilvus (0.0%)
UMGS317	Collinsella (0.0%)
UMGS1093	RC9 (0.0%)
UMGS1683	Collinsella aerofaciens (0.0%)
UMGS1147	CAG-1000 (0.0%)
UMGS1051	Dialister (0.001%)
UMGS2010	Agathobacter faecis (0.478%)
UMGS707	Phocea massiliensis (0.017%)
UMGS1154	Collinsella aerofaciens (0.0%)
UMGS1411	CAG-917 (0.0%)
UMGS1353	Tyzzerella nexilis (0.018%)
UMGS39	Lachnospira (0.007%)
UMGS66	CAG-631 (0.0%)
UMGS1694	Dialister_A pneumosintes (0.019%)
UMGS1355	UBA1206 (0.001%)
UMGS1794	Streptococcus (0.041%)
UMGS1575	CAG-877 (0.002%)
UMGS627	Veillonella_A magna (0.0%)
UMGS652	Collinsella aerofaciens (0.0%)
UMGS220	Anaeromassilibacillus (0.009%)
UMGS618	Butyrivibrio_A crossotus (0.174%)
UMGS939	An172 (0.001%)
UMGS247	CAG-1031 sp2 (0.006%)
UMGS623	Collinsella (0.0%)
UMGS47	Pantoea brenneri (0.0%)
UMGS519	Collinsella (0.0%)
UMGS1896	Butyricimonas (0.0%)
UMGS229	CAG-632 (0.009%)
UMGS1801	Prevotella (0.001%)
UMGS56	Corynebacterium tuberculostearicum (0.0%)
UMGS175	Eubacterium_R (0.001%)
UMGS1863	CAG-582 (0.0%)
UMGS1440	CAG-273 (0.001%)
UMGS537	CAG-103 (0.257%)
UMGS302	Collinsella aerofaciens (0.0%)
UMGS1191	Neglecta (0.001%)
UMGS398	Collinsella aerofaciens (0.0%)
UMGS78	TF01-11 (0.002%)
UMGS843	UBA10281 (0.0%)
UMGS144	Succinivibrio (0.001%)
UMGS256	Collinsella (0.0%)
UMGS1301	UBA9732 (0.001%)
UMGS980	Bacteroides_A (0.001%)
UMGS1269	Eubacterium_G ventriosum (0.027%)
UMGS753	Collinsella (0.001%)
UMGS1619	Intestinibacter bartlettii (0.025%)
UMGS109	CAG-791 (0.001%)
UMGS713	Porphyromonas somerae (0.001%)
UMGS205	Aeromonas caviae (0.0%)
UMGS1757	CAG-196 (0.009%)
UMGS2	Dysgonomonas capnocytophagoides (0.0%)
UMGS1439	Collinsella (0.002%)
UMGS921	Collinsella (0.004%)
UMGS774	Rothia mucilaginosa_A (0.0%)
UMGS535	CAG-115 (0.027%)
UMGS490	Prevotella (0.002%)
UMGS552	RC9 (0.001%)
UMGS43	Coprococcus (0.005%)
UMGS1916	CAG-345 (0.052%)
UMGS925	Collinsella (0.0%)
UMGS1807	Dialister invisus (0.862%)
UMGS846	Prevotella (0.002%)
UMGS1505	RC9 (0.0%)
UMGS1097	CAG-95 (0.008%)
UMGS1952	Enterococcus_A (0.0%)
UMGS209	CAG-873 (0.0%)
UMGS1177	Zag1 (0.0%)
UMGS126	Oscillibacter (0.083%)
UMGS1120	Prevotella sp20 (0.0%)
UMGS457	Acidaminococcus (0.0%)
UMGS740	CAG-170 (0.027%)
UMGS637	Negativibacillus massiliensis (0.117%)
UMGS487	Collinsella (0.0%)
UMGS138	TF01-11 (0.004%)
UMGS1144	CAG-170 (0.026%)
UMGS277	Bacteroides_A (0.002%)
UMGS851	Collinsella aerofaciens (0.0%)
UMGS223	CAG-495 (0.0%)
UMGS445	Collinsella (0.0%)
UMGS77	CAG-307 (0.0%)
UMGS115	CAG-313 (0.0%)
UMGS1725	CAG-594 (0.002%)
UMGS1011	F23-B02 (0.011%)
UMGS190	CAG-1427 (0.029%)
UMGS1030	Collinsella aerofaciens (0.0%)
UMGS470	CAG-207 (0.002%)
UMGS31	Desulfovibrio desulfuricans (0.0%)
UMGS84	ER4 sp1 (0.258%)
UMGS560	43-108 (0.003%)
UMGS319	Collinsella (0.0%)
UMGS1425	CAG-492 (0.014%)
UMGS357	CAG-568 (1.046%)
UMGS794	CAG-510 (0.007%)
UMGS631	CAG-724 (0.001%)
UMGS300	Collinsella aerofaciens (0.0%)
UMGS4	Butyrivibrio_A (0.004%)
UMGS1989	Eubacterium_G (0.013%)
UMGS996	Collinsella aerofaciens (0.001%)
UMGS112	CAG-485 (0.0%)
UMGS424	Ruminiclostridium_C (0.001%)
UMGS759	CAG-83 (0.036%)
UMGS1637	Eubacterium_G (0.001%)
UMGS943	Collinsella aerofaciens (0.0%)
UMGS252	Actinomyces_B (0.004%)
UMGS622	Bacteroides_A (0.006%)
UMGS2058	Collinsella (0.0%)
UMGS1796	CAG-465 (0.001%)
UMGS33	CAG-1427 (0.0%)
UMGS480	CAG-831 (0.003%)
UMGS547	Porphyromonas bennonis (0.0%)
UMGS41	Anaeromassilibacillus (0.046%)
UMGS934	F23-B02 sp6 (0.052%)
UMGS1645	Prevotella (0.0%)
UMGS1452	Porphyromonas uenonis (0.0%)
UMGS852	Collinsella (0.0%)
UMGS365	ER4 (1.471%)
UMGS1005	Parabacteroides (0.013%)
UMGS531	CAG-302 sp3 (0.0%)
UMGS1009	Collinsella aerofaciens (0.0%)
UMGS460	Levyella massiliensis (0.0%)
UMGS1548	Urmitella timonensis (0.0%)
UMGS32	CAG-417 (0.001%)
UMGS891	CAG-274 (0.0%)
UMGS326	Collinsella aerofaciens (0.0%)
UMGS1962	TF01-11 (0.159%)
UMGS701	Collinsella aerofaciens (0.0%)
UMGS1391	Holdemanella biformis (1.077%)
UMGS87	Eubacterium_R sp2 (0.008%)
UMGS1104	CAG-272 (0.0%)
UMGS1276	Prevotella (0.009%)
UMGS1914	CAG-269 (0.005%)
UMGS442	Collinsella (0.0%)
UMGS1806	Roseburia inulinivorans (0.046%)
UMGS987	CAG-1138 (0.0%)
UMGS437	Sneathia sanguinegens (0.0%)
UMGS1158	Dorea faecis (0.014%)
UMGS16	Veillonella rogosae (0.002%)
UMGS1095	Collinsella (0.0%)
UMGS664	Eubacterium_R (0.001%)
UMGS601	UBA7173 (0.0%)
UMGS129	CAG-81 (0.008%)
UMGS1724	Collinsella aerofaciens (0.006%)
UMGS328	RC9 (0.006%)
UMGS1208	Prevotella multisaccharivorax (0.001%)
UMGS120	Alistipes_A sp1 (0.003%)
UMGS206	Alistipes (0.057%)
UMGS44	Peptoniphilus_A (0.0%)
UMGS522	CAG-826 (0.001%)
UMGS160	Ruminococcus_E sp1 (1.54%)
UMGS1607	Tyzzerella nexilis (0.087%)
UMGS62	Peptoniphilus_A rhinitidis (0.0%)
UMGS1543	CAG-269 sp1 (0.002%)
UMGS1755	Collinsella (0.004%)
UMGS1308	Oscillibacter (0.005%)
UMGS920	Butyrivibrio_A crossotus (0.215%)
UMGS857	RC9 (0.0%)
UMGS1129	Desulfovibrio (0.0%)
UMGS1039	CAG-306 sp1 (0.001%)
UMGS690	CAG-267 (0.002%)
UMGS607	Flavobacterium lindanitolerans (0.001%)
UMGS556	Ruminococcus_C (0.016%)
UMGS496	CAG-194 sp1 (0.003%)
UMGS30	CAG-313 (0.0%)
UMGS1242	Collinsella (0.0%)
UMGS1666	CAG-269 sp3 (0.001%)
UMGS1993	D5 (0.017%)
UMGS90	Faecalibacterium (0.148%)
UMGS779	Collinsella aerofaciens (0.0%)
UMGS1314	CAG-452 (0.001%)
UMGS935	Anaerosporobacter mobilis (0.0%)
UMGS1436	Blautia_A (0.057%)
UMGS65	CAG-495 (0.003%)
UMGS780	Prevotella (0.0%)
UMGS1199	CAG-451 (0.001%)
UMGS2007	Bacteroides_A plebeius (0.043%)
UMGS600	CAG-1024 (0.001%)
UMGS605	Ruminococcus_C (0.006%)
UMGS14	Megasphaera sp2 (0.0%)
UMGS1406	Clostridium_U hiranonis (0.023%)
UMGS510	Collinsella aerofaciens (0.0%)
UMGS283	Ruminococcus_D (0.003%)
UMGS1555	Erysipelatoclostridium (0.024%)
UMGS944	TF01-11 (0.007%)
UMGS92	Peptoniphilus_A grossensis (0.0%)
UMGS1033	Pygmaiobacter massiliensis (0.0%)
UMGS130	CAG-115 (0.526%)
UMGS914	CAG-449 (0.018%)
UMGS816	Barnesiella (0.013%)
UMGS42	Lachnospira (0.002%)
UMGS1244	Clostridium septicum (0.0%)
UMGS2050	Collinsella vaginalis (0.0%)
UMGS306	Collinsella aerofaciens (0.0%)
UMGS154	CAG-345 (0.001%)
UMGS1444	Collinsella (0.002%)
UMGS620	Clostridium (0.0%)
UMGS1719	Actinomyces_B keddieii (0.005%)
UMGS145	Prevotella (0.001%)
UMGS548	Fusobacterium_A (0.0%)
UMGS417	CAG-1427 (0.001%)
UMGS483	CAG-988 (0.0%)
UMGS737	CAG-83 sp2 (0.016%)
UMGS1652	CAG-492 (0.0%)
UMGS1234	Oscillibacter (0.155%)
UMGS985	Dorea (0.012%)
UMGS463	UBA11524 sp1 (0.002%)
UMGS476	Prevotella copri_A (0.002%)
UMGS311	Collinsella aerofaciens (0.0%)
UMGS169	Eubacterium_F (0.002%)
UMGS1123	CAG-484 (0.0%)
UMGS1891	Nissabacter (0.0%)
UMGS1488	Eubacterium_G ventriosum (0.023%)
UMGS1951	CAG-484 (0.0%)
UMGS475	CAG-314 (0.001%)
UMGS313	Collinsella aerofaciens (0.0%)
UMGS1882	DTU089 (0.04%)
UMGS1213	CAG-462 (0.009%)
UMGS1759	Eubacterium_F (0.063%)
UMGS839	CAG-710 (0.0%)
UMGS1270	Collinsella aerofaciens (0.0%)
UMGS1140	Faecalicoccus pleomorphus (0.0%)
UMGS762	CAG-83 (2.938%)
UMGS1038	Massiliomicrobiota (0.024%)
UMGS1311	Prevotella (0.001%)
UMGS347	Acinetobacter ursingii (0.0%)
UMGS1869	Bacteroides cellulosilyticus (0.402%)
UMGS1036	Prevotella (0.002%)
UMGS1020	CAG-460 (0.003%)
UMGS931	CAG-433 sp1 (0.0%)
UMGS278	Prevotella (0.001%)
UMGS1070	Dorea (0.001%)
UMGS197	CAG-488 (0.004%)
UMGS578	CAG-349 sp1 (0.001%)
UMGS1236	Bacteroides stercorirosoris (0.015%)
UMGS760	Negativicoccus succinicivorans (0.0%)
UMGS1428	CAG-617 (0.0%)
UMGS1705	CAG-245 sp1 (0.001%)
UMGS59	Eubacterium_G (0.003%)
UMGS542	Terrisporobacter othiniensis (0.0%)
UMGS1252	Collinsella (0.0%)
UMGS1007	Prevotellamassilia (0.003%)
UMGS1913	Collinsella aerofaciens (0.003%)
UMGS1156	Ruminococcus_A (0.009%)
UMGS786	PeH17 sp1 (0.393%)
UMGS1152	Collinsella (0.0%)
UMGS57	CAG-110 (0.106%)
UMGS74	Bifidobacterium saeculare (0.0%)
UMGS501	CAG-1031 (0.0%)
UMGS1078	Zag1 (0.0%)
UMGS1917	CAG-269 (0.032%)
UMGS515	Collinsella aerofaciens (0.0%)
UMGS342	CAG-145 (0.018%)
UMGS132	CAG-217 sp1 (0.213%)
UMGS53	Clostridium sp1 (0.0%)
UMGS994	Collinsella (0.001%)
UMGS1162	Prevotella (0.0%)
UMGS534	Negativibacillus (0.02%)
UMGS2032	KLE1796 (0.029%)
UMGS777	CAG-110 (0.003%)
UMGS294	Collinsella (0.0%)
UMGS954	Prevotellamassilia timonensis (0.002%)
UMGS709	CAG-83 sp1 (0.034%)
UMGS1171	CAG-460 (0.002%)
UMGS55	Clostridium_Q (0.001%)
UMGS466	Collinsella (0.0%)
UMGS1553	CAG-269 sp4 (0.002%)
UMGS722	Collinsella aerofaciens (0.007%)
UMGS956	Urmitella timonensis (0.0%)
UMGS297	Collinsella aerofaciens (0.0%)
UMGS381	Collinsella (0.0%)
UMGS636	CAG-914 (0.0%)
UMGS1604	CAG-245 (0.003%)
UMGS2009	Actinomyces_B (0.001%)
UMGS80	CAG-590 (0.003%)
UMGS469	CAG-1031 (0.0%)
UMGS832	Prevotella sp17 (0.009%)
UMGS163	Megasphaera massiliensis (0.0%)
UMGS1041	CAG-475 (0.0%)
UMGS1697	Bacteroides_A mediterraneensis (0.005%)
UMGS1776	Eubacterium_E hallii (0.047%)
UMGS1459	CAG-1031 (0.003%)
UMGS892	Collinsella (0.0%)
UMGS1629	UBA1382 (0.003%)
UMGS1189	Atopobium_B (0.001%)
UMGS520	Varibaculum cambriense_B (0.0%)
UMGS1818	Pseudomonas_E sp18 (0.0%)
UMGS1828	Flavonifractor (0.004%)
UMGS1831	TM7x (0.001%)
UMGS1848	TM7x (0.001%)
UMGS2061	TM7x (0.001%)
UMGS1805	TM7x (0.001%)
UMGS1986	TM7x (0.001%)
UMGS1877	TM7x (0.0%)
UMGS1926	TM7x (0.002%)
UMGS1878	UBA1547 (0.0%)
UMGS1907	Saccharimonadaceae (0.0%)
UMGS1075	Collinsella (0.0%)
UMGS292	Collinsella (0.004%)
UMGS379	Collinsella (0.0%)
